file_path,caption_nl
images/mol_0023.png,"Non-Markush molecular image. Contains 35 atoms, including 3 O atoms, 3 N atoms, 4 F atoms, 1 Cl atom. Contains 4 rings."
images/mol_0024.png,"Non-Markush molecular image. Contains 14 atoms, including 3 N atoms. Contains 2 rings."
images/mol_0025.png,"Non-Markush molecular image. Contains 27 atoms, including 4 O atoms, 5 N atoms, 1 Cl atom. Contains 3 rings."
images/mol_0026.png,"Non-Markush molecular image. Contains 25 atoms, including 3 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0027.png,"Non-Markush molecular image. Contains 31 atoms, including 2 O atoms, 2 N atoms, 2 Cl atoms, 1 Br atom. Contains 3 rings."
images/mol_0028.png,"Non-Markush molecular image. Contains 19 atoms, including 3 O atoms, 1 N atom, 1 F atom, 1 Br atom. Contains 2 rings."
images/mol_0029.png,"Non-Markush molecular image. Contains 17 atoms, including 1 O atom, 2 F atoms, 1 Br atom. Contains 1 ring."
images/mol_0030.png,"Non-Markush molecular image. Contains 60 atoms, including 6 O atoms, 3 N atoms. Contains 0 rings."
images/mol_0031.png,"Non-Markush molecular image. Contains 35 atoms, including 5 O atoms, 2 N atoms, 1 F atom, 1 Cl atom. Contains 5 rings."
images/mol_0032.png,"Non-Markush molecular image. Contains 16 atoms, including 1 O atom, 2 N atoms, 1 S atom. Contains 1 ring."
images/mol_0033.png,"Non-Markush molecular image. Contains 93 atoms, including 17 O atoms, 2 P atoms. Contains 0 rings."
images/mol_0034.png,"Non-Markush molecular image. Contains 20 atoms, including 1 N atom, 2 F atoms, 1 Br atom. Contains 2 rings."
images/mol_0035.png,"Non-Markush molecular image. Contains 43 atoms, including 5 O atoms, 3 N atoms, 1 S atom, 1 F atom, 1 Cl atom. Contains 4 rings."
images/mol_0036.png,"Non-Markush molecular image. Contains 21 atoms, including 2 O atoms. Contains 3 rings."
images/mol_0037.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms. Contains 3 rings."
images/mol_0038.png,"Non-Markush molecular image. Contains 7 atoms, including 1 O atom. Contains 1 ring."
images/mol_0039.png,"Non-Markush molecular image. Contains 26 atoms, including 2 O atoms, 2 N atoms, 1 F atom. Contains 3 rings."
images/mol_0040.png,"Non-Markush molecular image. Contains 26 atoms, including 3 O atoms, 2 N atoms, 1 S atom, 1 Cl atom. Contains 3 rings."
images/mol_0041.png,"Non-Markush molecular image. Contains 27 atoms, including 1 O atom, 4 N atoms, 3 F atoms. Contains 3 rings."
images/mol_0042.png,"Non-Markush molecular image. Contains 24 atoms, including 2 O atoms, 7 N atoms. Contains 3 rings."
images/mol_0043.png,"Non-Markush molecular image. Contains 33 atoms, including 5 O atoms, 1 N atom, 1 F atom. Contains 4 rings."
images/mol_0044.png,"Non-Markush molecular image. Contains 38 atoms, including 3 O atoms, 1 N atom. Contains 3 rings."
images/mol_0045.png,"Non-Markush molecular image. Contains 28 atoms, including 3 O atoms, 4 N atoms, 1 F atom. Contains 3 rings."
images/mol_0046.png,"Non-Markush molecular image. Contains 16 atoms, including 2 O atoms, 2 Br atoms. Contains 1 ring."
images/mol_0047.png,"Non-Markush molecular image. Contains 56 atoms, including 10 O atoms, 1 N atom, 1 P atom. Contains 0 rings."
images/mol_0048.png,"Non-Markush molecular image. Contains 56 atoms, including 8 O atoms, 1 N atom. Contains 1 ring."
images/mol_0049.png,"Non-Markush molecular image. Contains 37 atoms, including 3 O atoms, 3 N atoms, 2 Cl atoms. Contains 4 rings."
images/mol_0050.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 1 N atom, 1 Br atom. Contains 1 ring."
images/mol_0051.png,"Non-Markush molecular image. Contains 16 atoms, including 1 O atom, 3 N atoms, 1 S atom. Contains 2 rings."
images/mol_0052.png,"Non-Markush molecular image. Contains 22 atoms, including 3 O atoms, 2 N atoms, 1 S atom. Contains 2 rings."
images/mol_0053.png,"Non-Markush molecular image. Contains 34 atoms, including 1 O atom, 6 N atoms. Contains 4 rings."
images/mol_0054.png,"Non-Markush molecular image. Contains 29 atoms, including 3 O atoms, 4 N atoms, 1 F atom. Contains 2 rings."
images/mol_0055.png,"Non-Markush molecular image. Contains 16 atoms, including 4 O atoms, 1 N atom, 1 S atom. Contains 2 rings."
images/mol_0056.png,"Non-Markush molecular image. Contains 54 atoms, including 2 O atoms, 3 N atoms. Contains 11 rings."
images/mol_0057.png,"Non-Markush molecular image. Contains 23 atoms, including 3 O atoms, 2 N atoms, 1 S atom, 1 Cl atom, 1 Br atom. Contains 1 ring."
images/mol_0058.png,"Non-Markush molecular image. Contains 28 atoms, including 1 O atom, 6 N atoms. Contains 4 rings."
images/mol_0059.png,"Non-Markush molecular image. Contains 26 atoms, including 3 O atoms, 2 N atoms, 1 S atom, 1 Cl atom. Contains 4 rings."
images/mol_0060.png,"Non-Markush molecular image. Contains 14 atoms, including 3 N atoms. Contains 2 rings."
images/mol_0061.png,"Non-Markush molecular image. Contains 24 atoms, including 3 O atoms, 1 N atom, 1 S atom. Contains 3 rings."
images/mol_0062.png,"Non-Markush molecular image. Contains 20 atoms, including 1 O atom, 3 N atoms, 1 S atom. Contains 3 rings."
images/mol_0063.png,"Non-Markush molecular image. Contains 10 atoms, including 2 O atoms, 1 N atom, 1 F atom. Contains 0 rings."
images/mol_0064.png,"Non-Markush molecular image. Contains 34 atoms, including 6 O atoms, 1 F atom. Contains 2 rings."
images/mol_0065.png,"Non-Markush molecular image. Contains 16 atoms, including 2 O atoms, 1 Cl atom. Contains 1 ring."
images/mol_0066.png,"Non-Markush molecular image. Contains 17 atoms, including 1 O atom, 2 N atoms, 1 S atom, 2 F atoms. Contains 2 rings."
images/mol_0067.png,"Non-Markush molecular image. Contains 17 atoms, including 5 N atoms, 1 I atom. Contains 1 ring."
images/mol_0068.png,"Non-Markush molecular image. Contains 22 atoms, including 2 O atoms, 3 N atoms. Contains 3 rings."
images/mol_0069.png,"Non-Markush molecular image. Contains 32 atoms, including 3 O atoms, 3 N atoms, 2 S atoms. Contains 3 rings."
images/mol_0070.png,"Non-Markush molecular image. Contains 51 atoms, including 9 O atoms, 2 N atoms, 3 F atoms. Contains 5 rings."
images/mol_0071.png,"Non-Markush molecular image. Contains 23 atoms, including 3 O atoms, 5 N atoms. Contains 2 rings."
images/mol_0072.png,"Non-Markush molecular image. Contains 30 atoms, including 3 O atoms, 4 N atoms, 1 Cl atom. Contains 4 rings."
images/mol_0073.png,"Non-Markush molecular image. Contains 30 atoms, including 2 O atoms, 4 N atoms, 1 Cl atom. Contains 5 rings."
images/mol_0074.png,"Non-Markush molecular image. Contains 22 atoms, including 3 O atoms, 4 N atoms. Contains 3 rings."
images/mol_0075.png,"Non-Markush molecular image. Contains 28 atoms, including 2 O atoms, 4 N atoms, 1 S atom, 1 F atom. Contains 4 rings."
images/mol_0076.png,"Non-Markush molecular image. Contains 20 atoms, including 1 O atom, 2 N atoms. Contains 3 rings."
images/mol_0077.png,"Non-Markush molecular image. Contains 23 atoms, including 5 O atoms, 2 N atoms. Contains 1 ring."
images/mol_0078.png,"Non-Markush molecular image. Contains 22 atoms, including 2 O atoms, 4 N atoms. Contains 2 rings."
images/mol_0079.png,"Non-Markush molecular image. Contains 31 atoms, including 1 O atom, 6 N atoms. Contains 4 rings."
images/mol_0080.png,"Non-Markush molecular image. Contains 31 atoms, including 7 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0081.png,"Non-Markush molecular image. Contains 14 atoms, including 1 N atom. Contains 2 rings."
images/mol_0082.png,"Non-Markush molecular image. Contains 29 atoms, including 3 O atoms, 2 N atoms, 3 F atoms, 1 Br atom. Contains 3 rings."
images/mol_0083.png,"Non-Markush molecular image. Contains 20 atoms, including 1 O atom, 5 N atoms. Contains 2 rings."
images/mol_0084.png,"Non-Markush molecular image. Contains 29 atoms, including 2 O atoms, 3 N atoms, 1 I atom. Contains 3 rings."
images/mol_0085.png,"Non-Markush molecular image. Contains 41 atoms, including 5 O atoms, 1 N atom. Contains 1 ring."
images/mol_0086.png,"Non-Markush molecular image. Contains 27 atoms, including 3 O atoms, 3 N atoms, 1 Cl atom. Contains 3 rings."
images/mol_0087.png,"Non-Markush molecular image. Contains 17 atoms, including 2 O atoms, 1 N atom, 1 Cl atom. Contains 1 ring."
images/mol_0088.png,"Non-Markush molecular image. Contains 14 atoms, including 1 N atom. Contains 1 ring."
images/mol_0089.png,"Non-Markush molecular image. Contains 21 atoms, including 4 O atoms, 3 N atoms. Contains 3 rings."
images/mol_0090.png,"Non-Markush molecular image. Contains 14 atoms, including 2 O atoms, 1 N atom. Contains 0 rings."
images/mol_0091.png,"Non-Markush molecular image. Contains 18 atoms, including 1 O atom, 3 N atoms. Contains 2 rings."
images/mol_0092.png,"Non-Markush molecular image. Contains 24 atoms, including 3 O atoms, 2 N atoms, 1 Cl atom. Contains 4 rings."
images/mol_0093.png,"Non-Markush molecular image. Contains 33 atoms, including 6 O atoms, 1 N atom, 1 S atom, 1 Cl atom. Contains 4 rings."
images/mol_0094.png,"Non-Markush molecular image. Contains 32 atoms, including 2 O atoms, 5 N atoms, 1 Cl atom. Contains 4 rings."
images/mol_0095.png,"Non-Markush molecular image. Contains 25 atoms, including 2 N atoms, 1 S atom, 1 F atom, 1 Cl atom. Contains 3 rings."
images/mol_0096.png,"Non-Markush molecular image. Contains 24 atoms, including 3 O atoms, 3 N atoms, 1 Cl atom. Contains 3 rings."
images/mol_0097.png,"Non-Markush molecular image. Contains 18 atoms, including 2 O atoms, 3 N atoms, 1 Cl atom. Contains 3 rings."
images/mol_0098.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0099.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 3 N atoms, 1 Cl atom. Contains 3 rings."
images/mol_0100.png,"Non-Markush molecular image. Contains 28 atoms, including 4 O atoms, 9 F atoms. Contains 1 ring."
images/mol_0101.png,"Non-Markush molecular image. Contains 22 atoms, including 2 O atoms, 5 N atoms, 1 S atom. Contains 3 rings."
images/mol_0102.png,"Non-Markush molecular image. Contains 31 atoms, including 1 O atom, 5 N atoms. Contains 5 rings."
images/mol_0103.png,"Non-Markush molecular image. Contains 27 atoms, including 1 O atom, 6 N atoms. Contains 4 rings."
images/mol_0104.png,"Non-Markush molecular image. Contains 22 atoms, including 1 O atom, 3 N atoms, 1 S atom, 1 Cl atom, 1 I atom. Contains 1 ring."
images/mol_0105.png,"Non-Markush molecular image. Contains 22 atoms, including 1 O atom, 2 N atoms. Contains 2 rings."
images/mol_0106.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 4 N atoms, 1 S atom. Contains 2 rings."
images/mol_0107.png,"Non-Markush molecular image. Contains 20 atoms, including 1 O atom, 2 N atoms. Contains 0 rings."
images/mol_0108.png,"Non-Markush molecular image. Contains 21 atoms, including 1 O atom. Contains 2 rings."
images/mol_0109.png,"Non-Markush molecular image. Contains 13 atoms, including 1 N atom, 1 S atom. Contains 2 rings."
images/mol_0110.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0111.png,"Non-Markush molecular image. Contains 20 atoms, including 4 N atoms, 3 F atoms, 1 Br atom. Contains 2 rings."
images/mol_0112.png,"Non-Markush molecular image. Contains 19 atoms, including 2 O atoms, 2 N atoms. Contains 1 ring."
images/mol_0113.png,"Non-Markush molecular image. Contains 23 atoms, including 1 O atom, 4 N atoms, 1 S atom. Contains 4 rings."
images/mol_0114.png,"Non-Markush molecular image. Contains 19 atoms, including 2 O atoms, 2 S atoms, 1 F atom. Contains 2 rings."
images/mol_0115.png,"Non-Markush molecular image. Contains 20 atoms, including 4 O atoms, 1 N atom, 1 S atom. Contains 2 rings."
images/mol_0116.png,"Non-Markush molecular image. Contains 44 atoms, including 6 O atoms, 5 N atoms. Contains 5 rings."
images/mol_0117.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 1 N atom. Contains 1 ring."
images/mol_0118.png,"Non-Markush molecular image. Contains 24 atoms, including 2 O atoms, 2 N atoms. Contains 4 rings."
images/mol_0119.png,"Non-Markush molecular image. Contains 23 atoms, including 1 O atom, 1 N atom. Contains 3 rings."
images/mol_0120.png,"Non-Markush molecular image. Contains 9 atoms, including 2 O atoms, 1 S atom, 1 P atom. Contains 0 rings."
images/mol_0121.png,"Non-Markush molecular image. Contains 32 atoms, including 1 O atom, 7 N atoms, 1 S atom. Contains 6 rings."
images/mol_0122.png,"Non-Markush molecular image. Contains 20 atoms, including 4 O atoms, 1 N atom. Contains 0 rings."
images/mol_0123.png,"Non-Markush molecular image. Contains 32 atoms, including 3 O atoms, 5 N atoms, 1 S atom, 3 F atoms. Contains 4 rings."
images/mol_0124.png,"Non-Markush molecular image. Contains 26 atoms, including 3 O atoms, 3 N atoms. Contains 4 rings."
images/mol_0125.png,"Non-Markush molecular image. Contains 23 atoms, including 3 O atoms, 1 N atom. Contains 2 rings."
images/mol_0126.png,"Non-Markush molecular image. Contains 23 atoms, including 4 O atoms. Contains 1 ring."
images/mol_0127.png,"Non-Markush molecular image. Contains 14 atoms, including 3 O atoms. Contains 1 ring."
images/mol_0128.png,"Non-Markush molecular image. Contains 28 atoms, including 5 O atoms. Contains 2 rings."
images/mol_0129.png,"Non-Markush molecular image. Contains 28 atoms, including 4 O atoms, 2 N atoms, 1 S atom, 1 Cl atom. Contains 3 rings."
images/mol_0130.png,"Non-Markush molecular image. Contains 29 atoms, including 3 O atoms, 2 N atoms, 1 S atom. Contains 2 rings."
images/mol_0131.png,"Non-Markush molecular image. Contains 29 atoms, including 2 O atoms, 7 N atoms, 1 I atom. Contains 3 rings."
images/mol_0132.png,"Non-Markush molecular image. Contains 31 atoms, including 2 O atoms. Contains 3 rings."
images/mol_0133.png,"Non-Markush molecular image. Contains 21 atoms, including 1 O atom, 4 N atoms. Contains 3 rings."
images/mol_0134.png,"Non-Markush molecular image. Contains 25 atoms, including 1 O atom, 4 N atoms, 3 F atoms. Contains 3 rings."
images/mol_0135.png,"Non-Markush molecular image. Contains 32 atoms, including 1 O atom, 1 N atom. Contains 3 rings."
images/mol_0136.png,"Non-Markush molecular image. Contains 23 atoms, including 1 O atom, 4 N atoms, 1 Cl atom. Contains 4 rings."
images/mol_0137.png,"Non-Markush molecular image. Contains 27 atoms, including 2 O atoms, 2 N atoms, 1 Cl atom. Contains 4 rings."
images/mol_0138.png,"Non-Markush molecular image. Contains 23 atoms, including 2 O atoms, 3 N atoms. Contains 2 rings."
images/mol_0139.png,"Non-Markush molecular image. Contains 21 atoms, including 4 O atoms, 3 N atoms, 1 S atom. Contains 2 rings."
images/mol_0140.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 1 F atom. Contains 2 rings."
images/mol_0141.png,"Non-Markush molecular image. Contains 24 atoms, including 3 N atoms, 1 S atom. Contains 3 rings."
images/mol_0142.png,"Non-Markush molecular image. Contains 25 atoms, including 3 N atoms. Contains 4 rings."
images/mol_0143.png,"Non-Markush molecular image. Contains 81 atoms, including 17 O atoms, 2 P atoms. Contains 0 rings."
images/mol_0144.png,"Non-Markush molecular image. Contains 27 atoms, including 2 O atoms, 2 N atoms. Contains 4 rings."
images/mol_0145.png,"Non-Markush molecular image. Contains 36 atoms, including 6 O atoms, 1 N atom. Contains 3 rings."
images/mol_0146.png,"Non-Markush molecular image. Contains 30 atoms, including 5 O atoms, 1 N atom, 1 S atom. Contains 4 rings."
images/mol_0147.png,"Non-Markush molecular image. Contains 30 atoms, including 3 O atoms, 3 N atoms, 1 F atom, 1 Cl atom. Contains 3 rings."
images/mol_0148.png,"Non-Markush molecular image. Contains 28 atoms, including 3 O atoms, 5 N atoms. Contains 4 rings."
images/mol_0149.png,"Non-Markush molecular image. Contains 25 atoms, including 4 O atoms, 4 N atoms. Contains 3 rings."
images/mol_0150.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0151.png,"Non-Markush molecular image. Contains 31 atoms, including 4 O atoms, 1 N atom, 2 S atoms. Contains 4 rings."
images/mol_0152.png,"Non-Markush molecular image. Contains 22 atoms, including 2 O atoms, 3 N atoms, 1 F atom. Contains 2 rings."
images/mol_0153.png,"Non-Markush molecular image. Contains 39 atoms, including 4 O atoms, 3 N atoms, 1 S atom, 1 F atom, 1 Cl atom. Contains 4 rings."
images/mol_0154.png,"Non-Markush molecular image. Contains 15 atoms, including 2 O atoms, 3 N atoms. Contains 1 ring."
images/mol_0155.png,"Non-Markush molecular image. Contains 20 atoms, including 4 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0156.png,"Non-Markush molecular image. Contains 19 atoms, including 3 O atoms, 3 N atoms. Contains 1 ring."
images/mol_0157.png,"Non-Markush molecular image. Contains 12 atoms, including 4 O atoms, 1 N atom. Contains 0 rings."
images/mol_0158.png,"Non-Markush molecular image. Contains 20 atoms, including 6 N atoms, 1 S atom. Contains 2 rings."
images/mol_0159.png,"Non-Markush molecular image. Contains 18 atoms, including 2 N atoms, 1 Br atom. Contains 2 rings."
images/mol_0160.png,"Non-Markush molecular image. Contains 28 atoms, including 3 O atoms, 4 N atoms, 1 S atom. Contains 2 rings."
images/mol_0161.png,"Non-Markush molecular image. Contains 25 atoms, including 8 O atoms, 3 N atoms, 1 F atom, 1 P atom. Contains 1 ring."
images/mol_0162.png,"Non-Markush molecular image. Contains 14 atoms, including 1 O atom, 1 N atom, 1 F atom, 1 Br atom. Contains 1 ring."
images/mol_0163.png,"Non-Markush molecular image. Contains 19 atoms, including 2 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0164.png,"Non-Markush molecular image. Contains 32 atoms, including 4 O atoms, 2 N atoms, 1 S atom, 1 Cl atom. Contains 3 rings."
images/mol_0165.png,"Non-Markush molecular image. Contains 21 atoms, including 1 O atom, 1 N atom. Contains 4 rings."
images/mol_0166.png,"Non-Markush molecular image. Contains 13 atoms, including 5 N atoms. Contains 2 rings."
images/mol_0167.png,"Non-Markush molecular image. Contains 13 atoms, including 1 O atom, 1 N atom, 1 Br atom. Contains 2 rings."
images/mol_0168.png,"Non-Markush molecular image. Contains 32 atoms, including 4 O atoms, 3 N atoms, 1 S atom, 3 Cl atoms. Contains 4 rings."
images/mol_0169.png,"Non-Markush molecular image. Contains 9 atoms, including 1 O atom, 2 N atoms. Contains 1 ring."
images/mol_0170.png,"Non-Markush molecular image. Contains 30 atoms, including 3 O atoms, 2 N atoms, 1 S atom, 1 F atom. Contains 3 rings."
images/mol_0171.png,"Non-Markush molecular image. Contains 23 atoms, including 3 O atoms. Contains 4 rings."
images/mol_0172.png,"Non-Markush molecular image. Contains 32 atoms, including 4 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0173.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 3 N atoms. Contains 2 rings."
images/mol_0174.png,"Non-Markush molecular image. Contains 26 atoms, including 2 O atoms, 4 N atoms, 1 S atom, 1 I atom. Contains 2 rings."
images/mol_0175.png,"Non-Markush molecular image. Contains 23 atoms, including 3 O atoms, 3 N atoms. Contains 3 rings."
images/mol_0176.png,"Non-Markush molecular image. Contains 27 atoms, including 4 O atoms, 2 N atoms, 1 Br atom. Contains 2 rings."
images/mol_0177.png,"Non-Markush molecular image. Contains 12 atoms, including 1 O atom, 2 N atoms, 1 S atom, 1 Cl atom. Contains 1 ring."
images/mol_0178.png,"Non-Markush molecular image. Contains 27 atoms, including 3 O atoms, 3 N atoms. Contains 4 rings."
images/mol_0179.png,"Non-Markush molecular image. Contains 35 atoms, including 4 O atoms, 5 N atoms, 1 S atom. Contains 4 rings."
images/mol_0180.png,"Non-Markush molecular image. Contains 19 atoms, including 2 O atoms, 2 N atoms, 3 Cl atoms. Contains 1 ring."
images/mol_0181.png,"Non-Markush molecular image. Contains 17 atoms, including 2 O atoms, 3 N atoms. Contains 0 rings."
images/mol_0182.png,"Non-Markush molecular image. Contains 25 atoms, including 5 O atoms, 1 N atom. Contains 1 ring."
images/mol_0183.png,"Non-Markush molecular image. Contains 19 atoms, including 1 O atom, 3 N atoms, 3 F atoms. Contains 2 rings."
images/mol_0184.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 3 N atoms, 1 F atom. Contains 3 rings."
images/mol_0185.png,"Non-Markush molecular image. Contains 19 atoms, including 1 O atom, 4 N atoms, 1 F atom, 1 Br atom. Contains 2 rings."
images/mol_0186.png,"Non-Markush molecular image. Contains 19 atoms, including 1 O atom, 1 F atom, 2 Cl atoms, 1 Br atom. Contains 2 rings."
images/mol_0187.png,"Non-Markush molecular image. Contains 28 atoms, including 4 O atoms, 2 Cl atoms. Contains 3 rings."
images/mol_0188.png,"Non-Markush molecular image. Contains 28 atoms, including 3 O atoms, 7 N atoms, 1 I atom. Contains 3 rings."
images/mol_0189.png,"Non-Markush molecular image. Contains 24 atoms, including 1 O atom, 3 N atoms. Contains 3 rings."
images/mol_0190.png,"Non-Markush molecular image. Contains 30 atoms, including 1 O atom, 2 N atoms. Contains 4 rings."
images/mol_0191.png,"Non-Markush molecular image. Contains 24 atoms, including 5 N atoms. Contains 4 rings."
images/mol_0192.png,"Non-Markush molecular image. Contains 19 atoms, including 1 O atom, 3 N atoms, 1 Br atom. Contains 3 rings."
images/mol_0193.png,"Non-Markush molecular image. Contains 44 atoms, including 3 O atoms, 6 N atoms. Contains 5 rings."
images/mol_0194.png,"Non-Markush molecular image. Contains 21 atoms, including 3 O atoms, 3 N atoms. Contains 3 rings."
images/mol_0195.png,"Non-Markush molecular image. Contains 15 atoms, including 1 O atom. Contains 2 rings."
images/mol_0196.png,"Non-Markush molecular image. Contains 28 atoms, including 3 O atoms, 2 N atoms, 1 S atom, 1 F atom. Contains 3 rings."
images/mol_0197.png,"Non-Markush molecular image. Contains 29 atoms, including 4 O atoms, 2 N atoms, 2 S atoms. Contains 3 rings."
images/mol_0198.png,"Non-Markush molecular image. Contains 31 atoms, including 3 O atoms, 3 N atoms. Contains 2 rings."
images/mol_0199.png,"Non-Markush molecular image. Contains 12 atoms, including 2 O atoms, 2 N atoms. Contains 1 ring."
images/mol_0200.png,"Non-Markush molecular image. Contains 31 atoms, including 4 O atoms, 2 N atoms, 1 S atom, 1 I atom. Contains 3 rings."
images/mol_0201.png,"Non-Markush molecular image. Contains 33 atoms, including 4 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0202.png,"Non-Markush molecular image. Contains 39 atoms, including 5 O atoms, 4 N atoms, 1 S atom. Contains 4 rings."
images/mol_0203.png,"Non-Markush molecular image. Contains 35 atoms, including 4 O atoms, 4 N atoms. Contains 5 rings."
images/mol_0204.png,"Non-Markush molecular image. Contains 28 atoms, including 5 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0205.png,"Non-Markush molecular image. Contains 12 atoms, including 2 O atoms, 2 N atoms. Contains 0 rings."
images/mol_0206.png,"Non-Markush molecular image. Contains 25 atoms, including 3 O atoms, 2 N atoms, 1 S atom, 1 F atom, 1 Cl atom. Contains 2 rings."
images/mol_0207.png,"Non-Markush molecular image. Contains 24 atoms, including 2 O atoms, 3 N atoms, 1 Cl atom. Contains 2 rings."
images/mol_0208.png,"Non-Markush molecular image. Contains 67 atoms, including 14 O atoms, 1 N atom. Contains 7 rings."
images/mol_0209.png,"Non-Markush molecular image. Contains 6 atoms, including 1 I atom. Contains 1 ring."
images/mol_0210.png,"Non-Markush molecular image. Contains 25 atoms, including 3 O atoms, 2 N atoms, 1 S atom. Contains 1 ring."
images/mol_0211.png,"Non-Markush molecular image. Contains 32 atoms, including 5 O atoms, 2 N atoms. Contains 3 rings."
images/mol_0212.png,"Non-Markush molecular image. Contains 23 atoms, including 1 O atom, 2 N atoms, 1 F atom. Contains 3 rings."
images/mol_0213.png,"Non-Markush molecular image. Contains 34 atoms, including 2 O atoms, 2 N atoms. Contains 4 rings."
images/mol_0214.png,"Non-Markush molecular image. Contains 23 atoms, including 2 O atoms, 5 N atoms. Contains 3 rings."
images/mol_0215.png,"Non-Markush molecular image. Contains 20 atoms, including 3 O atoms, 2 N atoms. Contains 2 rings."
images/mol_0216.png,"Non-Markush molecular image. Contains 20 atoms, including 2 O atoms, 3 N atoms. Contains 2 rings."
images/mol_0217.png,"Non-Markush molecular image. Contains 30 atoms, including 3 N atoms. Contains 6 rings."
images/mol_0218.png,"Non-Markush molecular image. Contains 105 atoms, including 26 O atoms, 4 N atoms, 1 S atom. Contains 2 rings."
images/mol_0219.png,"Non-Markush molecular image. Contains 34 atoms, including 4 O atoms, 4 N atoms, 1 S atom, 2 F atoms. Contains 4 rings."
images/mol_0220.png,"Non-Markush molecular image. Contains 29 atoms, including 4 N atoms, 3 F atoms. Contains 4 rings."
images/mol_0221.png,"Non-Markush molecular image. Contains 40 atoms, including 4 O atoms, 2 N atoms, 2 Cl atoms. Contains 3 rings."
